loan_id,issue_month,fico,annual_inc,dti,revol_util,emp_length_yrs,loan_amnt,term,int_rate,home_ownership,purpose,default_60d
L100260,16,677,49791.93,36.74,39.9%,7 years,22100, 60 months,15.73%,MORTGAGE,debt_consolidation,0
L100261,1,675,"$58,410.14",20.73,112.1%,9 years,19900, 36 months,12.27%,MORTGAGE,medical,0
L100262,24,703,"$129,474.07",18.8,62.2%,10+ years,1000, 36 months,12.6%,mortgage,debt_consolidation,0
L100263,23,9999,"98,674",23.73,13.3%,4 years,4600, 60 months,16.34%,RENT,major_purchase,1
L100264,20,716,132599.11,8.72,,< 1 year,13500, 36 months,12.6%,RENT,credit_card,1
L100265,22,746,60810.5,10.17,37.0%,2 years,22200, 60 months,11.02%,mortgage,credit_card,0
L100266,8,699,"$122,562.62",17.11,97.9%,3 years,1700, 36 months,12.84%,Mortgage,credit_card,0
L100267,18,709,112830.09,19.32,75.6%,4 years,18200, 36 months,12.49%,Mortgage,major_purchase,0
L100268,23,693,"$84,827.99",26.97,0.0%,6 years,9100, 36 months,11.6%,Rent,debt_consolidation,0
L100269,5,690,88300.36,19.33,0.0%,7 years,14700, 36 months,11.15%,mortgage,debt_consolidation,0
L100270,2,650,44476.37,,51.3%,10+ years,16400, 60 months,15.5%,Mortgage,small_business,0
L100271,5,707,149365.56,0.0,,< 1 year,15600, 60 months,12.74%,MORTGAGE,credit_card,0
L100272,22,685,"52,967",33.17,67.2%,< 1 year,1000, 60 months,14.14%,Rent,debt_consolidation,0
L100273,15,805,79209.42,15.43,,4 years,39700, 36 months,5.83%,MORTGAGE,credit_card,0
L100274,6,777,"$83,981.27",24.17,47.5%,< 1 year,24900, 36 months,6.4%,Mortgage,major_purchase,0
L100275,18,711,"$30,161.72",28.31,,4 years,16400, 60 months,13.85%,RENT,debt_consolidation,0
L100276,9,648,58363.8,8.18,42.3%,< 1 year,10000, 60 months,12.27%,RENT,debt_consolidation,0
L100277,7,629,66282.92,,3.7%,10+ years,16400, 36 months,15.38%,OWN,debt_consolidation,0
L100278,3,756,"$56,574.17",24.74,43.1%,10+ years,9400, 36 months,8.4%,RENT,credit_card,0
L100279,9,704,58711.02,32.91,82.2%,6 years,14300, 36 months,11.6%,Rent,home_improvement,0
L100280,9,716,126290.79,19.32,89.7%,,24100, 36 months,9.13%,rent,debt_consolidation,0
L100281,11,594,"$39,593.91",18.68,39.8%,10+ years,10700, 36 months,19.21%,RENT,credit_card,1
L100282,13,741,"$31,749.16",12.78,62.1%,5 years,18200, 36 months,8.96%,Mortgage,debt_consolidation,0
L100283,7,715,"$44,656.46",13.07,17.2%,8 years,23300, 36 months,8.63%,Rent,credit_card,0
L100284,15,629,"$86,866.13",18.19,75.4%,< 1 year,22000, 60 months,16.88%,MORTGAGE,debt_consolidation,1
L100285,1,664,"$91,202.59",23.38,32.6%,3 years,16200, 60 months,14.85%,Own,small_business,0
L100286,24,705,"$81,064.78",24.72,41.6%,10+ years,10300, 36 months,12.05%,rent,debt_consolidation,0
L100287,22,693,94457.54,10.62,68.4%,9 years,28500, 60 months,14.65%,Mortgage,credit_card,0
L100288,20,674,68051.47,,41.1%,6 years,26900, 36 months,13.49%,own,credit_card,0
L100289,9,684,46211.92,20.51,63.7%,8 years,10700, 36 months,13.9%,Own,debt_consolidation,0
L100290,23,676,"$37,325.11",1.47,42.9%,10 years,19200, 36 months,12.28%,mortgage,debt_consolidation,0
L100291,3,698,31854.72,25.58,62.4%,10+ years,8100, 36 months,12.71%,rent,debt_consolidation,0
L100292,19,771,"$53,445.32",16.6,51.7%,5 years,10900, 60 months,10.96%,Rent,debt_consolidation,0
L100293,9,549,"$88,802.65",18.78,80.3%,4 years,28700, 36 months,21.76%,MORTGAGE,credit_card,1
L100294,7,677,67403.71,30.32,32.8%,7 years,10600, 60 months,13.6%,RENT,debt_consolidation,1
L100295,21,700,"60,565",10.7,,2 years,13700, 36 months,10.6%,MORTGAGE,small_business,0
L100296,14,706,35323.8,11.69,51.2%,4 years,18900, 36 months,10.33%,MORTGAGE,small_business,0
L100297,14,670,217430.41,0.34,62.5%,9 years,15700, 36 months,16.86%,RENT,credit_card,0
L100298,20,593,39627.18,18.02,34.1%,8 years,17700, 36 months,19.37%,Mortgage,debt_consolidation,1
L100299,7,708,"63,596",27.33,90.8%,10+ years,19600, 36 months,10.66%,mortgage,credit_card,0
L100300,8,785,"$98,864.82",1.69,64.6%,4 years,1000, 36 months,6.58%,mortgage,debt_consolidation,0
L100301,2,606,"61,155",10.28,20.3%,10+ years,19300, 36 months,18.96%,MORTGAGE,credit_card,0
L100302,15,738,"39,996",19.86,74.6%,4 years,15400, 36 months,10.09%,own,credit_card,0
L100303,4,672,89709.34,14.85,100.8%,3 years,1000, 60 months,14.3%,Mortgage,other,0
L100304,14,9999,"$30,644.92",14.92,27.8%,< 1 year,10600, 36 months,10.06%,rent,debt_consolidation,0
L100305,8,632,"$143,060.66",19.77,,< 1 year,21600, 60 months,18.54%,rent,home_improvement,0
L100306,4,9999,68948.64,33.23,88.0%,8 years,20200, 36 months,15.86%,Rent,small_business,1
L100307,4,762,"$52,748.74",18.87,35.6%,6 years,16500, 60 months,6.52%,MORTGAGE,debt_consolidation,0
L100308,11,722,"$29,490.07",20.46,76.0%,8 years,9400, 36 months,10.02%,rent,medical,0
L100309,17,785,0,22.39,58.0%,6 years,18600, 36 months,7.39%,rent,debt_consolidation,0
L100310,15,755,"$58,334.76",2.95,40.6%,5 years,11600, 60 months,7.32%,Rent,debt_consolidation,0
L100311,19,714,154256.75,21.13,53.3%,7 years,13300, 36 months,14.63%,mortgage,major_purchase,0
L100312,10,786,"$67,271.22",6.2,79.9%,10+ years,2200, 36 months,5.8%,Own,debt_consolidation,0
L100313,7,714,"$71,220.06",18.76,62.9%,9 years,8400, 36 months,12.53%,MORTGAGE,credit_card,0
L100314,23,736,72624.19,27.29,27.8%,10+ years,22500, 36 months,8.17%,Mortgage,credit_card,0
L100315,20,674,"195,247",,42.8%,8 years,21800, 36 months,10.06%,MORTGAGE,debt_consolidation,0
L100316,18,694,48016.73,27.13,76.5%,4 years,11900, 60 months,12.22%,mortgage,debt_consolidation,0
L100317,9,652,"$130,971.34",4.72,96.4%,10+ years,5700, 36 months,14.53%,RENT,credit_card,0
L100318,17,744,49055.64,20.75,70.4%,10+ years,23600, 60 months,11.98%,MORTGAGE,debt_consolidation,0
L100319,22,625,"$42,116.44",20.87,,7 years,11200, 36 months,12.48%,Rent,debt_consolidation,0
L100320,12,733,"57,538",0.0,46.5%,8 years,25200, 60 months,12.69%,Rent,debt_consolidation,0
L100321,16,680,"$57,395.90",22.63,70.2%,8 years,15800, 36 months,13.5%,Mortgage,major_purchase,0
L100322,11,754,79301.06,0.0,59.9%,2 years,7300, 36 months,11.61%,MORTGAGE,debt_consolidation,0
L100323,24,731,"$18,732.37",19.88,99.6%,6 years,19800, 60 months,12.1%,Rent,home_improvement,0
L100324,23,790,64468.37,22.08,53.4%,6 years,12100, 36 months,6.92%,MORTGAGE,credit_card,0
L100325,15,9999,"$44,383.65",15.09,80.7%,10+ years,10600, 36 months,7.25%,RENT,debt_consolidation,0
L100326,22,604,"$41,690.29",19.84,50.1%,5 years,14400, 60 months,17.72%,RENT,small_business,0
L100327,10,686,31323.1,36.61,34.8%,8 years,4700, 36 months,13.85%,MORTGAGE,debt_consolidation,0
L100328,14,626,49891.11,14.11,96.1%,10+ years,18800, 36 months,15.47%,OWN,other,1
L100329,6,661,"$46,244.44",9.13,49.0%,7 years,10300, 36 months,16.08%,Mortgage,medical,0
L100330,16,773,48372.4,34.82,56.8%,9 years,1000, 36 months,7.78%,RENT,debt_consolidation,0
L100331,8,9999,,20.02,29.6%,9 years,6500, 36 months,8.69%,MORTGAGE,debt_consolidation,0
L100332,9,652,62885.75,27.72,76.1%,6 years,40000, 60 months,14.45%,RENT,small_business,0
L100333,12,634,"$40,303.18",5.31,,6 years,12800, 36 months,16.06%,own,debt_consolidation,0
L100334,6,692,"$26,436.01",0.0,21.4%,5 years,24100, 36 months,15.51%,Rent,medical,1
L100335,24,623,"$45,520.54",11.33,81.7%,1 years,1000, 36 months,15.96%,MORTGAGE,debt_consolidation,0
L100336,15,653,"$40,658.46",16.84,53.8%,5 years,13900, 36 months,14.18%,rent,medical,1
L100337,12,707,"$61,118.42",14.07,43.1%,2 years,2400, 36 months,12.05%,mortgage,debt_consolidation,0
L100338,15,754,"45,218",14.05,23.8%,7 years,5900, 60 months,10.16%,RENT,credit_card,0
L100339,17,723,29005.18,3.26,65.8%,10+ years,10700, 36 months,8.59%,Rent,small_business,0
L100340,2,564,38400.4,19.99,74.4%,10+ years,28600, 60 months,20.56%,RENT,debt_consolidation,0
L100341,13,707,25252.34,16.12,63.2%,4 years,24000, 36 months,9.05%,mortgage,medical,0
L100342,13,694,"105,722",0.6,8.4%,7 years,7900, 36 months,15.99%,rent,credit_card,0
L100343,24,713,"$114,568.79",15.73,80.9%,4 years,18200, 36 months,12.03%,MORTGAGE,other,0
L100344,1,779,121717.41,17.13,60.8%,2 years,15800, 36 months,7.68%,MORTGAGE,credit_card,0
L100345,5,577,"44,582",26.67,40.4%,6 years,7900, 36 months,20.26%,OWN,debt_consolidation,1
L100346,11,657,"$114,525.73",13.89,55.3%,< 1 year,1000, 60 months,16.65%,rent,home_improvement,0
L100347,14,722,"73,387",25.97,25.1%,9 years,25900, 36 months,9.87%,rent,other,0
L100348,8,603,39692.69,25.07,67.6%,4 years,23400, 36 months,17.28%,Rent,debt_consolidation,1
L100349,6,771,"$43,727.85",11.59,46.7%,4 years,15600, 36 months,9.81%,rent,debt_consolidation,0
L100350,2,710,"$54,940.70",23.57,73.2%,n/a,10100, 60 months,13.12%,MORTGAGE,debt_consolidation,0
L100351,17,737,"63,021",27.31,63.4%,2 years,13000, 36 months,7.84%,Mortgage,debt_consolidation,0
L100352,9,659,71786.54,26.91,59.6%,9 years,15700, 36 months,14.12%,MORTGAGE,debt_consolidation,0
L100353,23,735,"$59,820.69",20.96,66.6%,7 years,24100, 36 months,11.29%,Rent,debt_consolidation,0
L100354,13,749,50298.96,17.28,73.3%,5 years,12900, 60 months,11.14%,OWN,credit_card,1
L100355,3,703,"$117,717.78",7.19,21.9%,6 years,9300, 60 months,15.06%,OWN,credit_card,0
L100356,13,703,"$56,562.91",27.6,77.5%,2 years,17300, 36 months,10.51%,Own,credit_card,0
L100357,21,705,N/A,6.4,7.9%,,15900, 60 months,13.97%,RENT,other,0
L100358,1,643,"$53,710.54",16.77,48.7%,9 years,20800, 36 months,18.92%,Mortgage,debt_consolidation,0
L100359,5,682,"$56,579.37",26.77,,10 years,1000, 60 months,14.12%,mortgage,small_business,1
L100360,2,682,"30,297",10.08,57.6%,5 years,9200, 36 months,14.52%,MORTGAGE,credit_card,1
L100361,14,711,"$36,259.30",18.0,45.9%,10+ years,14600, 60 months,9.7%,MORTGAGE,debt_consolidation,1
L100362,12,745,"203,413",5.43,40.4%,1 years,3400, 36 months,11.86%,Mortgage,major_purchase,0
L100363,21,632,26233.45,15.15,24.4%,10 years,17400, 36 months,16.03%,RENT,small_business,0
L100364,16,683,"$68,589.06",10.06,96.7%,3 years,6200, 36 months,12.25%,rent,debt_consolidation,0
L100365,17,771,"$71,058.75",11.75,14.8%,4 years,10700, 36 months,10.31%,Mortgage,debt_consolidation,0
L100366,2,649,"$99,345.80",22.61,22.7%,1 years,11100, 60 months,18.97%,mortgage,debt_consolidation,0
L100367,14,645,71925.8,23.33,9.7%,10+ years,29900, 36 months,14.64%,Rent,credit_card,0
L100368,10,701,"154,112",13.45,92.0%,10 years,11300, 36 months,10.96%,RENT,debt_consolidation,0
L100369,2,736,67495.95,20.24,45.7%,5 years,19800, 60 months,12.12%,mortgage,credit_card,0
L100370,5,9999,"$117,468.72",,68.8%,5 years,2400, 60 months,15.91%,OWN,debt_consolidation,0
L100371,1,763,"$100,708.57",15.22,67.6%,10+ years,27700, 60 months,8.29%,rent,debt_consolidation,0
L100372,6,737,"129,443",8.81,66.1%,6 years,9000, 36 months,8.8%,MORTGAGE,debt_consolidation,0
L100373,10,736,"60,622",13.89,55.7%,5 years,9500, 36 months,11.01%,rent,credit_card,0
L100374,7,720,"$73,053.47",2.29,,< 1 year,11000, 36 months,13.72%,mortgage,debt_consolidation,0
L100375,2,818,"$49,782.15",,84.2%,10+ years,8200, 60 months,5.0%,RENT,debt_consolidation,0
L100376,18,679,"$64,852.89",27.68,52.9%,2 years,6700, 60 months,16.68%,mortgage,debt_consolidation,0
L100377,22,580,"$66,668.89",37.66,35.9%,8 years,24000, 36 months,21.02%,mortgage,credit_card,1
L100378,9,778,21190.24,27.12,83.7%,< 1 year,13100, 36 months,12.16%,Rent,credit_card,0
L100379,12,665,"$55,738.61",20.53,64.6%,8 years,9300, 36 months,14.7%,rent,debt_consolidation,0
L100380,12,696,93427.07,0.58,0.0%,4 years,28700, 60 months,14.69%,RENT,major_purchase,0
L100381,5,762,30482.42,26.39,40.7%,3 years,6300, 60 months,6.8%,rent,debt_consolidation,0
L100382,8,602,"$36,564.36",28.88,47.0%,< 1 year,16300, 36 months,18.06%,rent,debt_consolidation,1
L100383,18,9999,"106,705",9.0,88.6%,4 years,1000, 36 months,17.09%,rent,small_business,1
L100384,8,9999,"$117,191.43",22.58,53.6%,< 1 year,5000, 36 months,18.67%,rent,home_improvement,0
L100385,16,646,"$43,897.63",19.33,34.0%,7 years,15900, 60 months,15.56%,RENT,home_improvement,0
L100386,24,714,65316.0,17.55,25.4%,7 years,19600, 36 months,10.96%,RENT,other,0
L100387,16,719,"$57,582.49",22.51,52.9%,7 years,11200, 36 months,7.43%,mortgage,debt_consolidation,0
L100388,10,705,"$107,849.06",21.85,76.7%,3 years,29500, 36 months,13.08%,rent,debt_consolidation,0
L100389,13,612,"$45,859.00",10.15,96.2%,2 years,6000, 60 months,14.64%,RENT,major_purchase,0
L100390,15,563,"$49,546.99",25.87,,9 years,9300, 60 months,22.05%,Rent,home_improvement,1
L100391,19,693,"$117,053.18",6.44,57.2%,10+ years,8600, 36 months,15.19%,Rent,debt_consolidation,0
L100392,11,664,36255.08,22.01,41.9%,5 years,14400, 36 months,12.92%,own,debt_consolidation,0
L100393,11,715,"$46,677.64",20.47,49.4%,9 years,27600, 36 months,9.42%,Rent,debt_consolidation,0
L100394,19,729,"$63,987.89",12.09,33.5%,4 years,28300, 36 months,12.45%,Mortgage,credit_card,0
L100395,1,698,"$128,269.00",28.09,15.7%,6 years,5900, 36 months,11.23%,RENT,debt_consolidation,0
L100396,8,732,"$32,967.21",2.96,61.5%,3 years,6100, 36 months,8.25%,Own,debt_consolidation,0
L100397,8,9999,"$41,969.83",20.25,42.7%,8 years,1000, 36 months,13.57%,RENT,debt_consolidation,0
L100398,19,719,80521.17,19.66,72.0%,< 1 year,20400, 36 months,11.98%,rent,major_purchase,0
L100399,5,651,"86,984",30.75,54.9%,< 1 year,25900, 36 months,14.26%,RENT,debt_consolidation,0
L100400,6,680,66554.59,23.36,93.1%,5 years,13400, 36 months,12.49%,Rent,other,1
L100401,9,701,"$56,479.86",0.29,84.1%,10+ years,16100, 36 months,10.95%,Mortgage,credit_card,0
L100402,21,735,"$63,884.13",14.36,103.0%,9 years,19400, 36 months,11.76%,rent,debt_consolidation,0
L100403,21,668,"$28,179.95",31.0,30.0%,8 years,5300, 36 months,11.5%,rent,home_improvement,0
L100404,24,719,62988.72,16.77,84.4%,10+ years,13900, 36 months,8.13%,rent,home_improvement,0
L100405,8,675,125625.61,9.13,55.4%,10+ years,4100, 36 months,14.15%,MORTGAGE,major_purchase,0
L100406,11,684,30943.74,17.6,66.8%,5 years,20800, 36 months,12.59%,Own,debt_consolidation,1
L100407,19,736,"40,456",31.42,52.8%,4 years,14200, 36 months,10.63%,Rent,debt_consolidation,0
L100408,17,580,"$49,097.36",11.22,56.7%,< 1 year,12100, 36 months,18.0%,Mortgage,debt_consolidation,1
L100409,3,9999,"$50,667.34",,43.1%,6 years,14500, 36 months,17.91%,RENT,credit_card,0
L100410,11,608,"$150,344.18",16.18,84.6%,10+ years,10300, 60 months,19.05%,Mortgage,debt_consolidation,1
L100411,21,562,"37,573",12.81,32.7%,10+ years,15400, 36 months,20.19%,Mortgage,other,0
L100412,10,653,"$34,000.97",23.9,53.2%,10+ years,10300, 36 months,16.14%,rent,credit_card,0
L100413,4,731,"$88,039.06",15.18,70.0%,6 years,24500, 36 months,11.39%,rent,debt_consolidation,0
L100414,23,674,"$43,328.75",20.81,,4 years,3600, 36 months,11.19%,mortgage,credit_card,0
L100415,9,701,"88,773",31.04,77.5%,8 years,27800, 36 months,14.88%,MORTGAGE,credit_card,0
L100416,15,750,"$54,256.01",,44.1%,9 years,17900, 36 months,12.28%,rent,home_improvement,0
L100417,14,763,75320.67,26.3,48.0%,5 years,20500, 60 months,9.33%,RENT,credit_card,0
L100418,1,686,"$27,338.78",25.24,83.8%,9 years,1000, 60 months,12.58%,Mortgage,debt_consolidation,0
L100419,11,9999,"$75,194.11",8.07,40.7%,4 years,13800, 60 months,8.44%,rent,other,0
L100420,3,695,66762.59,29.01,78.7%,6 years,2900, 36 months,14.84%,rent,major_purchase,1
L100421,3,644,52696.78,,69.7%,4 years,15700, 60 months,15.34%,RENT,debt_consolidation,0
L100422,6,657,"$32,326.12",6.35,103.5%,6 years,1900, 60 months,12.49%,MORTGAGE,debt_consolidation,0
L100423,8,609,-1,11.28,39.1%,7 years,23700, 36 months,17.41%,mortgage,debt_consolidation,1
L100424,18,641,"$85,993.16",11.57,45.3%,6 years,22600, 36 months,13.76%,RENT,medical,1
L100425,14,670,"$45,909.31",15.23,59.8%,3 years,16600, 36 months,12.58%,Rent,credit_card,0
L100426,2,734,"46,363",9.13,45.5%,< 1 year,7100, 36 months,9.51%,Own,medical,0
L100427,2,785,89049.21,22.55,64.0%,10+ years,16500, 36 months,7.41%,rent,debt_consolidation,0
L100428,6,614,140802.09,16.96,57.0%,9 years,14300, 60 months,18.04%,mortgage,debt_consolidation,0
L100429,10,712,95780.04,19.47,22.9%,5 years,1600, 36 months,11.11%,Own,home_improvement,0
L100430,22,633,67153.19,23.43,33.6%,10+ years,16100, 36 months,16.64%,OWN,credit_card,1
L100431,10,716,"$53,018.02",30.19,95.8%,6 years,8200, 60 months,14.11%,own,home_improvement,0
L100432,6,683,59056.48,14.53,42.4%,10+ years,18500, 36 months,13.95%,MORTGAGE,debt_consolidation,1
L100433,13,589,30861.18,13.08,63.4%,3 years,22100, 36 months,20.97%,Mortgage,debt_consolidation,0
L100434,11,741,55426.17,24.4,37.2%,2 years,6500, 36 months,10.15%,MORTGAGE,debt_consolidation,0
L100435,17,657,104813.96,,33.9%,1 years,5800, 60 months,15.31%,RENT,debt_consolidation,0
L100436,10,661,"$61,072.53",18.64,79.7%,5 years,17800, 36 months,14.39%,Rent,debt_consolidation,0
L100437,24,631,"43,794",18.56,59.3%,< 1 year,4800, 60 months,18.17%,rent,small_business,1
L100438,2,654,41814.6,16.32,29.6%,6 years,19200, 36 months,15.11%,rent,home_improvement,0
L100439,22,714,"$58,930.67",13.07,57.9%,3 years,15700, 36 months,12.56%,Rent,debt_consolidation,0
L100440,19,680,"$32,295.45",14.85,,4 years,12700, 36 months,12.39%,mortgage,debt_consolidation,0
L100441,7,708,38014.49,17.35,95.3%,8 years,17700, 60 months,7.68%,Rent,home_improvement,0
L100442,8,710,"128,851",23.29,1.9%,8 years,12300, 36 months,11.24%,Mortgage,credit_card,0
L100443,16,763,"$35,665.88",24.7,80.0%,< 1 year,2100, 36 months,6.15%,Mortgage,small_business,0
L100444,8,671,"$40,103.95",10.67,43.2%,10+ years,7300, 36 months,14.45%,own,debt_consolidation,0
L100445,7,609,"$69,263.19",18.51,101.6%,3 years,23200, 36 months,17.1%,RENT,credit_card,1
L100446,20,749,"$48,007.76",12.26,93.8%,< 1 year,16300, 36 months,9.17%,rent,debt_consolidation,0
L100447,22,672,62587.26,15.95,98.3%,< 1 year,20600, 36 months,10.33%,Own,small_business,1
L100448,14,751,N/A,19.04,42.5%,10+ years,14800, 36 months,8.82%,mortgage,debt_consolidation,0
L100449,5,711,27624.54,25.68,21.0%,8 years,9700, 60 months,15.07%,Own,home_improvement,0
L100450,23,683,"$87,301.52",16.88,53.0%,10+ years,19900, 60 months,12.64%,MORTGAGE,major_purchase,0
L100451,4,709,"44,748",21.55,30.8%,10+ years,16900, 36 months,9.55%,Rent,debt_consolidation,0
L100452,6,797,"$51,894.17",9.45,51.2%,4 years,5700, 36 months,7.22%,mortgage,medical,0
L100453,5,9999,"$156,536.73",8.92,19.9%,10+ years,25000, 36 months,6.03%,Own,major_purchase,0
L100454,1,694,"$29,693.64",15.93,42.6%,3 years,24200, 36 months,12.23%,Mortgage,major_purchase,0
L100455,24,699,80446.8,44.69,88.2%,4 years,7200, 36 months,11.88%,RENT,debt_consolidation,1
L100456,18,749,"$105,241.68",11.71,58.7%,10 years,17100, 36 months,10.65%,mortgage,debt_consolidation,0
L100457,19,643,"$42,541.47",19.23,26.1%,,21100, 36 months,14.46%,MORTGAGE,debt_consolidation,0
L100458,9,708,"42,879",21.26,67.2%,< 1 year,14200, 36 months,7.6%,rent,debt_consolidation,0
L100459,15,689,49794.81,18.26,36.6%,< 1 year,30900, 36 months,14.47%,rent,credit_card,1
L100460,4,707,42415.62,13.22,82.0%,2 years,11900, 36 months,11.46%,rent,debt_consolidation,0
L100461,3,644,"$61,897.53",22.45,76.7%,2 years,14700, 36 months,14.33%,OWN,debt_consolidation,0
L100462,12,603,"93,555",10.71,68.9%,3 years,33800, 36 months,17.48%,MORTGAGE,debt_consolidation,0
L100463,12,576,"$49,930.29",21.04,96.0%,10 years,6700, 60 months,19.49%,RENT,debt_consolidation,1
L100464,2,629,95251.61,13.34,47.5%,8 years,15500, 36 months,14.75%,mortgage,other,1
L100465,2,665,120632.65,25.97,101.8%,4 years,19200, 36 months,14.78%,Mortgage,debt_consolidation,0
L100466,24,674,74275.0,3.69,64.8%,8 years,20500, 36 months,17.05%,Rent,medical,0
L100467,18,797,77865.77,17.12,72.4%,10+ years,8800, 36 months,5.0%,Own,major_purchase,0
L100468,21,751,"$44,490.13",9.05,0.0%,8 years,24300, 36 months,10.49%,Mortgage,debt_consolidation,0
L100469,13,637,"$16,131.30",24.61,48.8%,10 years,14300, 60 months,17.46%,OWN,debt_consolidation,1
L100470,3,709,"$80,246.01",24.72,46.0%,5 years,10400, 60 months,12.22%,Own,home_improvement,0
L100471,18,668,"$89,164.48",0.0,24.0%,9 years,22600, 36 months,14.8%,rent,home_improvement,0
L100472,13,674,"67,590",8.06,28.9%,,5400, 36 months,15.52%,mortgage,debt_consolidation,0
L100473,17,700,94361.14,25.45,82.6%,< 1 year,15100, 36 months,12.53%,Mortgage,home_improvement,0
L100474,24,724,45518.24,16.93,68.6%,10+ years,13100, 36 months,9.99%,rent,small_business,0
L100475,23,671,77594.96,22.88,69.8%,4 years,13500, 36 months,9.79%,own,debt_consolidation,0
L100476,24,749,"$125,000.36",17.86,104.8%,4 years,22000, 60 months,11.23%,MORTGAGE,medical,0
L100477,20,627,83519.38,,,6 years,11500, 60 months,17.11%,MORTGAGE,debt_consolidation,0
L100478,23,690,117169.62,25.91,87.3%,10+ years,8600, 36 months,12.42%,MORTGAGE,debt_consolidation,0
L100479,19,833,117545.2,,60.1%,< 1 year,5900, 60 months,5.94%,RENT,debt_consolidation,0
L100480,12,702,"$32,510.16",14.46,37.2%,9 years,26800, 36 months,11.64%,Mortgage,debt_consolidation,0
L100481,2,769,"$85,784.24",,52.8%,5 years,1000, 36 months,5.99%,mortgage,debt_consolidation,0
L100482,19,695,"$43,652.80",20.17,69.5%,8 years,15100, 36 months,13.17%,Own,credit_card,0
L100483,18,722,34415.36,7.54,13.1%,3 years,18500, 60 months,10.43%,mortgage,major_purchase,0
L100484,7,687,"$51,905.13",25.39,58.8%,5 years,14400, 60 months,12.58%,Rent,major_purchase,0
L100485,3,681,"143,930",13.72,64.7%,3 years,15200, 36 months,13.15%,mortgage,other,0
